"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"ff4c-tv6y","Filtered Rainfall","filter","This is a measure of the rain accumulated at various rain gauges throughout the City during the rain season, which typically runs from May 1- Sep 30. Readings are taken at 5 minute intervals, and upda","2025-03-27T20:59:14.000Z",1116,"Environment"
"u75s-8rqc","2021 Federal Census Families and Households by City","dataset","The Families and Households data from the 2021 Federal Census covers household, household size, census family, and marital status. For questions, please contact socialresearch@calgary.ca. Please visit","2024-10-11T18:45:02.000Z",1116,"Demographics"
"jnaq-56h7","Road Marking Symbols","dataset","This dataset was created for visually locating road marking symbology and designs.","2026-05-22T16:06:10.000Z",1116,"Transportation/Transit"
"snnx-73ca","Official Results - General Election 2021 - Senate","dataset","Final results of the 2021 General Election. Senate results by ward and voting station.","2026-04-07T21:29:03.000Z",1112,"Government"
"izdh-u6nj","Builders Report - Multi Family - Community Detail","chart","","2026-05-23T19:03:30.000Z",1105,"Business and Economic Activity"
"aghk-dve6","Green Line Alignment Map","map","Green Line alignment as depicted at <a href=""https://www.calgary.ca/greenline"">Green Line LRT.</a>","2026-05-22T16:40:17.000Z",1097,"Transportation/Transit"
"gpdj-43ps","CMHC Builders Report - One and Two Family - Community Detail","filter","","2026-05-23T19:03:30.000Z",1097,"Business and Economic Activity"
"ynx7-ztn4","Surface Water Quality Sonde Data – Monitoring Locations","dataset","This dataset is compiled from The City of Calgary’s in situ (in location) water quality monitoring program. In situ field measures are acquired from the deployment of unattended multi-parameter sondes","2026-05-01T18:10:35.000Z",1093,"Environment"
"avbp-2r3h","Tracks - LRT Centre Line","dataset","The centre line depiction for railway tracks used by the Calgary Transit LRT system (Light Rail Transit)","2026-05-01T18:14:12.000Z",1092,"Transportation/Transit"
"a88q-rsbi","Impervious Surface Map 2023","map","The Impervious Surface 2023 dataset is a collection of polygon features derived from Calgary Digital Aerial Survey mapping linework which have been determined as impervious. Impervious surfaces are de","2026-05-19T19:38:21.000Z",1090,NA
"vi73-jiec","Average Daily Air Parameter Values","chart","","2024-11-25T21:40:18.000Z",1087,"Environment"
"2pzj-u9gy","Traffic Control Signals Installed Annually","chart","","2026-05-24T11:00:38.000Z",1071,"Health and Safety"
"nb7x-d3yf","Planting Beds (Not Maintained)","map","Describes the types of Planting Areas, beds or container locations, not maintained by Calgary Parks or located on lands under Calgary Parks Stewardship. They include Shrub beds, flower beds (annual an","2026-05-22T16:03:20.000Z",1071,"Services and Amenities"
"jh3k-f448","Municipal Development Plan Primary Transit Network Lines","dataset","Municipal Development Plan Map 2.
The geospatial information included in the Primary Transportation Network (PTN) map is intended for visualization at a citywide scale. The map provides both direct an","2026-05-01T20:38:47.000Z",1071,"Transportation/Transit"
"rkb8-cnhn","Asset Inventory - spatial and non-spatial datasets","chart","This dataset is a complete inventory of all assets on this site and any assets sourced from other sites, if applicable. Use this dataset to track the performance of data publishing, conduct metadata m","2026-05-23T19:18:49.000Z",1070,NA
"3vrc-a5xr","Public Bicycle Parking Map","map","The CPA is offering monthly bicycle parking at most of its parkades. Our secured bicycle parking locations are equipped with a bicycle repair stand and tools that customers can use for free. Bicycle t","2024-11-25T21:42:03.000Z",1070,"Transportation/Transit"
"3cdm-qvkc","Tracks - Non- LRT Centre Line","map","The centre line depiction for railway tracks owned by parties external to The City (i.e. CP, CN) that run through the City of Calgary.","2026-05-19T19:26:00.000Z",1069,"Transportation/Transit"
"23m4-i42g","Council Calendar","dataset","The Council and Committee calendar includes meetings of Council, Standing Policy Committees (SPC), Standing Specialized Committees, and various Committees of Council. These meetings may include Combin","2026-05-22T14:00:20.000Z",1068,"Government"
"g5a4-wnrh","Voting Stations - 2021 Municipal Election","dataset","Voting station locations, valid for the October 18, 2021 election.
More information can be found at the Elections Calgary website (see Source Link below)","2026-04-08T15:45:28.000Z",1067,"Government"
"x7ai-b6uj","2024 Mid-Year Progress Report - Initiatives","dataset","The City of Calgary's 2024 Mid-Year Progress Update provides an overview of our achievements and challenges during the first half of the year as we continue implementing the 2023-2026 Service Plans an","2026-05-04T20:51:18.000Z",1065,"Business and Economic Activity"
"2tmx-8zfg","2018 Water Main Breaks","chart","Main breaks happen year-round. There are many contributing factors including: Pipe Age, Pipe Material and Soil Conditions, and Temperature. See this link for more information: http://www.calgary.ca/UE","2026-05-22T15:34:53.000Z",1064,"Environment"
"hj7c-iwum","2016 Census of Canada - Citizenship","dataset","This is Statistics Canada collected census data for 2016. The data refers only to the population in private households. Residents of collective dwellings (dwellings of a commercial, institutional or c","2023-02-01T15:38:53.000Z",1059,"Demographics"
"uqkc-h9wi","Solar Production Sites Map","map","","2025-10-21T21:28:31.000Z",1053,NA
"j687-p59z","Annual Dwelling Count by Dwelling Type","chart","Ward-level tabulations of annual census counts of residents, dwellings, and dwelling occupancy, categorized by dwelling structure type. Ward boundaries can change over time. These results are based on","2026-04-01T20:20:56.000Z",1052,"Demographics"
"ipm6-y48y","Calgary Eats Farm Stand Program","dataset","Points of sale of local produced food in Calgary.  This is part of the Calgary EATS! Food Action Plan endorsed by City Council in 2012.","2026-05-01T20:06:16.000Z",1048,"Services and Amenities"
"2keb-d769","Calgary Equity Index Ranges","dataset","The Calgary Equity Index is a decision-making tool designed to measure equity in Calgary, based on a social determinant of health (SDOH) framework. The SDOH are the range of interacting social and eco","2023-02-01T15:38:54.000Z",1047,"Help and Information"
"5cwn-8cq7","311 Call Centre Data - Annual View","filter","","2025-01-14T17:55:05.000Z",1047,"Government"
"hm8b-vini","Communities by Ward Data Lens","story","","2023-08-02T17:34:31.585Z",1046,NA
"xudp-6rd8","Road Stencil lines","map","","2026-05-22T20:30:28.000Z",1042,"Health and Safety"
"bmdy-qq3k","Fire Response Time Year to Date","dataset","This dataset contains percentage of first-in units to arrive at the scene of fire within seven minutes.","2023-02-01T15:38:51.000Z",1037,"Government"
"sqwx-tjsy","Permanent station locations for Traffic counts","dataset","Locations for the dataset: <a href=""https://data.calgary.ca/Transportation-Transit/Traffic-Counts-at-Permanent-stations/vuyp-sbjp"">Traffic Counts at Permanent Stations</a>.","2025-10-15T06:03:27.000Z",1035,"Transportation/Transit"
"sgha-miaw","Policy Plan Boundaries","map","","2026-05-01T06:36:12.000Z",1034,"Government"
"h2nm-bsrz","Official Results - General Election 2021 - Referendum Questions","dataset","Final results of the 2021 General Election. Municipal and Provincial Referendum Question results by ward and voting station.","2026-04-07T21:27:03.000Z",1032,"Government"
"4uv7-r7pt","Voting Subdivisions - 2021 Municipal Election","dataset","The voting subdivision defines the area served by a voting station which is where an elector casts his/her vote. It is an area of a local jurisdiction or ward designated as a voting subdivision by the","2026-04-08T16:37:54.000Z",1032,"Government"
"rj5g-t6d2","Parks Plumbing Fixtures Map","map","Describes the types of Fixtures which provide water to washrooms, drinking fountains, fill up stations and water features maintained by Calgary Parks or located on lands under Calgary Parks Stewardshi","2026-05-21T14:11:46.000Z",1031,"Recreation and Culture"
"h4dj-4jg8","Private Water Hydrants","dataset","This dataset shows true location of privately owned water hydrants in City of Calgary. The hydrant location is at the end of a hydrant lead connected to water pipe. *The City enters this data into the","2026-05-01T07:30:43.000Z",1027,"Health and Safety"
"cf5t-fjzu","Parks Cemeteries","map","The City of Calgary operates five cemeteries and one indoor mausoleum. Related information: 
http://www.calgary.ca/CSPS/Parks/Pages/Cemeteries/home.aspx","2026-05-05T15:05:39.000Z",1023,"Services and Amenities"
"8aqr-2bm4","Annual Transit Service Operating Hours","chart","Calgary Transit provides service to customers measured in service hours.  Each hour of service reflects all paid hours of operations, both in service to customers and out of service.","2026-03-01T17:03:39.000Z",1016,"Transportation/Transit"
"88ea-sw8f","Monthly 311 Service Requests","chart","Public Service Requests submitted via 311 from 2012 to present. 

For more information on 311 Calgary, or to submit a request, visit http://www.calgary.ca/CFOD/CSC/Pages/311.aspx","2026-05-23T17:01:11.000Z",1015,"Services and Amenities"
"kvbq-pgje","Sport Barriers","dataset","Types of Sports Barriers maintained by Calgary Parks or located on lands under Calgary Park’s stewardship.","2026-05-21T14:18:34.000Z",1008,"Recreation and Culture"
"mn7e-ps5j","Municipal Development Plan Primary Transit Network","map","Municipal Development Plan Map 2.
The geospatial information used to create the Municipal Development Plan (MDP) maps is intended for visualization at a citywide scale. The maps provide both direct an","2023-10-19T19:15:50.000Z",1007,"Transportation/Transit"
"nbbr-yfwc","Voting Subdivisions (effective October 16, 2017)","map","The voting subdivision defines the area served by a voting station which is where an elector casts his/her vote. It is an area of a local jurisdiction or ward designated as a voting subdivision by the","2026-04-08T16:49:05.000Z",993,"Government"
"8xc4-74f9","Rivers And Streams - Environmental Reserve Setback Guideline","dataset","Depicts basic components of The City of Calgary's 2007 Environmental Reserve (ER) Setback Guideline policy, including the base setback based on stream order, and the additional setback modifier based ","2023-02-01T15:39:47.000Z",991,"Environment"
"f6ia-q8cs","Police Zones","dataset","Zones are smaller sub areas located within Police Districts. Zones are then broken down into geocode areas. Zones may be used for crime analysis.","2026-05-19T22:13:05.000Z",985,"Health and Safety"
"5xvz-5s7a","Finance Long Term Debt","dataset","This dataset contains outstanding Finance' long term debt and MGA debt limit per year","2023-02-01T15:39:21.000Z",971,"Government"
